module_name,completion_time
ObjectDetector,154.3118953704834
ObjectTracker,0.1518726348876953
ObjectDetector,148.73075485229492
ObjectTracker,0.1220703125
ObjectDetector,152.88090705871582
ObjectTracker,0.12683868408203125
ObjectDetector,148.4365463256836
ObjectTracker,0.12612342834472656
ObjectDetector,146.47293090820312
ObjectTracker,0.12612342834472656
ObjectDetector,156.9998264312744
ObjectTracker,0.13756752014160156
ObjectDetector,154.61492538452148
ObjectTracker,0.12636184692382812
ObjectDetector,148.21767807006836
ObjectTracker,0.12421607971191406
ObjectDetector,148.00238609313965
ObjectTracker,0.12326240539550781
ObjectDetector,149.52945709228516
ObjectTracker,0.12445449829101562
ObjectDetector,145.6618309020996
ObjectTracker,0.12278556823730469
ObjectDetector,143.10812950134277
ObjectTracker,0.12445449829101562
ObjectDetector,149.4755744934082
ObjectTracker,0.12540817260742188
ObjectDetector,142.48418807983398
ObjectTracker,0.12111663818359375
ObjectDetector,139.7104263305664
ObjectTracker,0.12183189392089844
ObjectDetector,138.3352279663086
ObjectTracker,0.12230873107910156
ObjectDetector,144.00553703308105
ObjectTracker,0.12803077697753906
ObjectDetector,143.2342529296875
ObjectTracker,0.12278556823730469
ObjectDetector,143.27001571655273
ObjectTracker,0.12373924255371094
ObjectDetector,141.80707931518555
ObjectTracker,0.12040138244628906
ObjectDetector,137.48431205749512
ObjectTracker,0.12159347534179688
ObjectDetector,149.03497695922852
ObjectTracker,0.12826919555664062
ObjectDetector,143.62692832946777
ObjectTracker,0.12373924255371094
ObjectDetector,152.0695686340332
ObjectTracker,0.12421607971191406
ObjectDetector,147.1710205078125
ObjectTracker,0.12111663818359375
ObjectDetector,148.1640338897705
ObjectTracker,0.12326240539550781
ObjectDetector,148.24843406677246
ObjectTracker,0.12254714965820312
ObjectDetector,150.5279541015625
ObjectTracker,0.12540817260742188
ObjectDetector,145.83444595336914
ObjectTracker,0.1277923583984375
ObjectDetector,147.45450019836426
ObjectTracker,0.1266002655029297
ObjectDetector,147.3245620727539
ObjectTracker,0.12826919555664062
ObjectDetector,143.80693435668945
ObjectTracker,0.13303756713867188
ObjectDetector,142.67706871032715
ObjectTracker,0.12540817260742188
ObjectDetector,145.27082443237305
ObjectTracker,0.1499652862548828
ObjectDetector,142.49181747436523
ObjectTracker,0.1308917999267578
ObjectDetector,142.76385307312012
ObjectTracker,0.12230873107910156
ObjectDetector,143.19634437561035
ObjectTracker,0.12302398681640625
ObjectDetector,143.7356472015381
ObjectTracker,0.12421607971191406
ObjectDetector,149.37663078308105
ObjectTracker,0.1251697540283203
ObjectDetector,145.61009407043457
ObjectTracker,0.125885009765625
ObjectDetector,142.77100563049316
ObjectTracker,0.12350082397460938
ObjectDetector,141.6757106781006
ObjectTracker,0.1220703125
ObjectDetector,139.1746997833252
ObjectTracker,0.12159347534179688
ObjectDetector,143.85700225830078
ObjectTracker,0.12254714965820312
ObjectDetector,143.38159561157227
ObjectTracker,0.12445449829101562
ObjectDetector,143.7821388244629
ObjectTracker,0.12040138244628906
ObjectDetector,145.99180221557617
ObjectTracker,0.13327598571777344
ObjectDetector,146.8958854675293
ObjectTracker,0.12350082397460938
ObjectDetector,143.2664394378662
ObjectTracker,0.12803077697753906
ObjectDetector,146.80933952331543
ObjectTracker,0.12350082397460938
ObjectDetector,147.86648750305176
ObjectTracker,0.14925003051757812
ObjectDetector,142.97127723693848
ObjectTracker,0.14019012451171875
ObjectDetector,146.23475074768066
ObjectTracker,0.141143798828125
ObjectDetector,140.9149169921875
ObjectTracker,0.1239776611328125
ObjectDetector,144.087553024292
ObjectTracker,0.1423358917236328
ObjectDetector,144.8533535003662
ObjectTracker,0.12302398681640625
ObjectDetector,144.79398727416992
ObjectTracker,0.125885009765625
ObjectDetector,146.51775360107422
ObjectTracker,0.15044212341308594
ObjectDetector,134.14549827575684
ObjectTracker,0.12230873107910156
ObjectDetector,138.9470100402832
ObjectTracker,0.12350082397460938
ObjectDetector,140.8102512359619
ObjectTracker,0.12946128845214844
ObjectDetector,144.20032501220703
ObjectTracker,0.14853477478027344
ObjectDetector,142.21596717834473
ObjectTracker,0.12993812561035156
ObjectDetector,144.9422836303711
ObjectTracker,0.1270771026611328
ObjectDetector,144.456148147583
ObjectTracker,0.13017654418945312
ObjectDetector,148.1180191040039
ObjectTracker,0.12564659118652344
ObjectDetector,146.05998992919922
ObjectTracker,0.1220703125
ObjectDetector,146.06213569641113
ObjectTracker,0.12159347534179688
ObjectDetector,144.25349235534668
ObjectTracker,0.1239776611328125
ObjectDetector,145.6320285797119
ObjectTracker,0.1327991485595703
ObjectDetector,143.38088035583496
ObjectTracker,0.12230873107910156
ObjectDetector,147.34792709350586
ObjectTracker,0.12469291687011719
ObjectDetector,147.11666107177734
ObjectTracker,0.12874603271484375
ObjectDetector,144.18792724609375
ObjectTracker,0.12326240539550781
ObjectDetector,143.33343505859375
ObjectTracker,0.1304149627685547
ObjectDetector,143.21374893188477
ObjectTracker,0.12087821960449219
ObjectDetector,143.5377597808838
ObjectTracker,0.12421607971191406
ObjectDetector,150.54059028625488
ObjectTracker,0.12230873107910156
ObjectDetector,143.5871124267578
ObjectTracker,0.12373924255371094
ObjectDetector,146.90899848937988
ObjectTracker,0.12946128845214844
ObjectDetector,146.40069007873535
ObjectTracker,0.12326240539550781
ObjectDetector,146.49176597595215
ObjectTracker,0.12683868408203125
ObjectDetector,151.74341201782227
ObjectTracker,0.12445449829101562
ObjectDetector,145.16282081604004
ObjectTracker,0.12278556823730469
ObjectDetector,144.4554328918457
ObjectTracker,0.12302398681640625
ObjectDetector,143.24021339416504
ObjectTracker,0.12350082397460938
ObjectDetector,147.67765998840332
ObjectTracker,0.12469291687011719
ObjectDetector,146.33870124816895
ObjectTracker,0.12731552124023438
ObjectDetector,146.58880233764648
ObjectTracker,0.12922286987304688
ObjectDetector,148.99325370788574
ObjectTracker,0.1239776611328125
ObjectDetector,146.25883102416992
ObjectTracker,0.12421607971191406
ObjectDetector,147.00007438659668
ObjectTracker,0.12636184692382812
