module_name,completion_time
ObjectDetector,146.66342735290527
ObjectTracker,0.36144256591796875
ObjectDetector,135.73908805847168
ObjectDetector,134.26542282104492
ObjectDetector,136.84940338134766
ObjectTracker,0.5946159362792969
ObjectDetector,134.78541374206543
ObjectTracker,0.5137920379638672
ObjectDetector,140.19513130187988
ObjectDetector,141.31784439086914
ObjectTracker,0.5960464477539062
ObjectDetector,139.90473747253418
ObjectTracker,0.5142688751220703
ObjectDetector,151.66616439819336
ObjectTracker,0.5164146423339844
ObjectDetector,150.5568027496338
ObjectTracker,0.5519390106201172
ObjectDetector,143.86892318725586
ObjectTracker,0.5202293395996094
ObjectDetector,142.5337791442871
ObjectTracker,0.5445480346679688
ObjectDetector,144.93680000305176
ObjectTracker,0.5211830139160156
ObjectDetector,142.48299598693848
ObjectTracker,0.518798828125
ObjectDetector,141.892671585083
ObjectTracker,0.54931640625
ObjectDetector,144.50931549072266
ObjectTracker,0.5297660827636719
ObjectDetector,141.2525177001953
ObjectTracker,0.5228519439697266
ObjectDetector,142.58861541748047
ObjectTracker,0.5404949188232422
ObjectDetector,138.9322280883789
ObjectTracker,0.5097389221191406
ObjectDetector,144.5319652557373
ObjectTracker,0.5068778991699219
ObjectDetector,141.82114601135254
ObjectTracker,0.5221366882324219
ObjectDetector,146.97551727294922
ObjectTracker,0.5204677581787109
ObjectDetector,142.12298393249512
ObjectTracker,0.5548000335693359
ObjectDetector,139.64128494262695
ObjectDetector,139.41383361816406
ObjectDetector,136.1105442047119
ObjectDetector,137.56179809570312
ObjectTracker,0.5533695220947266
ObjectDetector,135.90717315673828
ObjectTracker,0.5843639373779297
ObjectDetector,140.40207862854004
ObjectTracker,0.5102157592773438
ObjectDetector,139.72783088684082
ObjectTracker,0.5216598510742188
ObjectDetector,137.7108097076416
ObjectTracker,0.5135536193847656
ObjectDetector,137.88175582885742
ObjectTracker,0.5140304565429688
ObjectDetector,137.0067596435547
ObjectTracker,0.5095005035400391
ObjectDetector,136.72375679016113
ObjectTracker,0.5071163177490234
ObjectDetector,135.4537010192871
ObjectTracker,0.5099773406982422
ObjectDetector,141.0045623779297
ObjectTracker,0.5211830139160156
ObjectDetector,139.06431198120117
ObjectTracker,0.5156993865966797
ObjectDetector,140.92159271240234
ObjectTracker,0.5364418029785156
ObjectDetector,140.16151428222656
ObjectTracker,0.6256103515625
ObjectDetector,136.2147331237793
ObjectTracker,0.6074905395507812
ObjectDetector,138.11898231506348
ObjectTracker,0.6265640258789062
ObjectDetector,136.89684867858887
ObjectTracker,0.6167888641357422
ObjectDetector,137.3593807220459
ObjectTracker,0.6151199340820312
ObjectDetector,138.19050788879395
ObjectTracker,0.6201267242431641
ObjectDetector,138.11492919921875
ObjectTracker,0.6029605865478516
ObjectDetector,134.6580982208252
ObjectDetector,135.07747650146484
ObjectDetector,132.1582794189453
ObjectDetector,132.47108459472656
ObjectDetector,132.5826644897461
ObjectDetector,133.79716873168945
ObjectDetector,132.95412063598633
ObjectDetector,131.0751438140869
ObjectDetector,129.24981117248535
ObjectDetector,128.79252433776855
ObjectDetector,125.90146064758301
ObjectDetector,137.61234283447266
ObjectDetector,126.72090530395508
ObjectDetector,127.38990783691406
ObjectDetector,143.11599731445312
ObjectDetector,141.12567901611328
ObjectDetector,134.21940803527832
