module_name,completion_time
ObjectDetector,146.15130424499512
ObjectTracker,0.14138221740722656
ObjectDetector,143.18346977233887
ObjectTracker,0.118255615234375
ObjectDetector,141.8442726135254
ObjectTracker,0.13494491577148438
ObjectDetector,142.70877838134766
ObjectTracker,0.14090538024902344
ObjectDetector,142.41766929626465
ObjectTracker,0.12993812561035156
ObjectDetector,142.71855354309082
ObjectTracker,0.1354217529296875
ObjectDetector,145.40934562683105
ObjectTracker,0.11515617370605469
ObjectDetector,146.33417129516602
ObjectTracker,0.10275840759277344
ObjectDetector,145.3852653503418
ObjectTracker,0.10442733764648438
ObjectDetector,140.67792892456055
ObjectTracker,0.11610984802246094
ObjectDetector,141.68977737426758
ObjectTracker,0.11539459228515625
ObjectDetector,143.9676284790039
ObjectTracker,0.1220703125
ObjectDetector,141.76273345947266
ObjectTracker,0.11754035949707031
ObjectDetector,141.84856414794922
ObjectTracker,0.12087821960449219
ObjectDetector,147.0663547515869
ObjectTracker,0.11777877807617188
ObjectDetector,142.27533340454102
ObjectTracker,0.12063980102539062
ObjectDetector,142.00901985168457
ObjectTracker,0.11706352233886719
ObjectDetector,144.6378231048584
ObjectTracker,0.12111663818359375
ObjectDetector,145.45822143554688
ObjectTracker,0.13494491577148438
ObjectDetector,149.94525909423828
ObjectTracker,0.1239776611328125
ObjectDetector,143.04184913635254
ObjectTracker,0.11897087097167969
ObjectDetector,147.7224826812744
ObjectTracker,0.1220703125
ObjectDetector,139.725923538208
ObjectTracker,0.11801719665527344
ObjectDetector,145.27606964111328
ObjectTracker,0.1201629638671875
ObjectDetector,147.61781692504883
ObjectTracker,0.12135505676269531
ObjectDetector,143.55874061584473
ObjectTracker,0.12302398681640625
ObjectDetector,138.83566856384277
ObjectTracker,0.1423358917236328
ObjectDetector,141.8323516845703
ObjectTracker,0.12063980102539062
ObjectDetector,141.15333557128906
ObjectTracker,0.11205673217773438
ObjectDetector,139.43791389465332
ObjectTracker,0.10609626770019531
ObjectDetector,140.80023765563965
ObjectTracker,0.10347366333007812
ObjectDetector,139.67537879943848
ObjectTracker,0.11801719665527344
ObjectDetector,138.05222511291504
ObjectTracker,0.10943412780761719
ObjectDetector,144.97065544128418
ObjectTracker,0.11396408081054688
ObjectDetector,141.07108116149902
ObjectTracker,0.11849403381347656
ObjectDetector,139.87040519714355
ObjectTracker,0.11610984802246094
ObjectDetector,141.5698528289795
ObjectTracker,0.1270771026611328
ObjectDetector,140.19250869750977
ObjectTracker,0.11777877807617188
ObjectDetector,138.31233978271484
ObjectTracker,0.118255615234375
ObjectDetector,141.70503616333008
ObjectTracker,0.11968612670898438
ObjectDetector,142.14468002319336
ObjectTracker,0.11944770812988281
ObjectDetector,142.9424285888672
ObjectTracker,0.12040138244628906
ObjectDetector,143.1710720062256
ObjectTracker,0.11658668518066406
ObjectDetector,141.27302169799805
ObjectTracker,0.11754035949707031
ObjectDetector,141.4620876312256
ObjectTracker,0.12063980102539062
ObjectDetector,138.44037055969238
ObjectTracker,0.13375282287597656
ObjectDetector,140.87653160095215
ObjectTracker,0.12063980102539062
ObjectDetector,139.67418670654297
ObjectTracker,0.11515617370605469
ObjectDetector,141.14117622375488
ObjectTracker,0.11897087097167969
ObjectDetector,141.76583290100098
ObjectTracker,0.11944770812988281
ObjectDetector,139.27221298217773
ObjectTracker,0.11897087097167969
ObjectDetector,142.52114295959473
ObjectTracker,0.11968612670898438
ObjectDetector,135.09488105773926
ObjectTracker,0.11658668518066406
ObjectDetector,137.3603343963623
ObjectTracker,0.3235340118408203
ObjectDetector,172.9581356048584
ObjectTracker,0.5910396575927734
ObjectDetector,160.77733039855957
ObjectTracker,0.3266334533691406
ObjectDetector,141.93081855773926
ObjectTracker,0.2777576446533203
ObjectDetector,142.5306797027588
ObjectTracker,0.11706352233886719
ObjectDetector,142.26388931274414
ObjectTracker,0.12469291687011719
ObjectDetector,147.87769317626953
ObjectTracker,0.1270771026611328
ObjectDetector,145.7839012145996
ObjectTracker,0.11849403381347656
ObjectDetector,139.59193229675293
ObjectTracker,0.11873245239257812
ObjectDetector,137.60137557983398
ObjectTracker,0.11777877807617188
ObjectDetector,137.8493309020996
ObjectTracker,0.11467933654785156
ObjectDetector,136.57760620117188
ObjectTracker,0.12135505676269531
ObjectDetector,139.03379440307617
ObjectTracker,0.29754638671875
ObjectDetector,139.03069496154785
ObjectTracker,0.5137920379638672
ObjectDetector,165.18020629882812
ObjectTracker,0.3688335418701172
ObjectDetector,153.46431732177734
ObjectTracker,0.2791881561279297
ObjectDetector,140.56110382080078
ObjectTracker,0.118255615234375
ObjectDetector,140.00701904296875
ObjectTracker,0.11563301086425781
ObjectDetector,139.94073867797852
ObjectTracker,0.11920928955078125
ObjectDetector,139.31870460510254
ObjectTracker,0.1163482666015625
ObjectDetector,141.98589324951172
ObjectTracker,0.2980232238769531
ObjectDetector,154.03389930725098
ObjectTracker,0.43582916259765625
ObjectDetector,162.08481788635254
ObjectTracker,0.27298927307128906
ObjectDetector,144.0601348876953
ObjectTracker,0.11730194091796875
ObjectDetector,136.6565227508545
ObjectTracker,0.11610984802246094
ObjectDetector,139.41144943237305
ObjectTracker,0.11420249938964844
ObjectDetector,136.2152099609375
ObjectTracker,0.1163482666015625
ObjectDetector,146.25978469848633
ObjectTracker,0.3654956817626953
ObjectDetector,165.12608528137207
ObjectTracker,0.3237724304199219
ObjectDetector,158.48588943481445
ObjectTracker,0.29349327087402344
ObjectDetector,147.53127098083496
ObjectTracker,0.35500526428222656
ObjectDetector,152.13823318481445
ObjectTracker,0.3170967102050781
ObjectDetector,164.34764862060547
ObjectTracker,0.2799034118652344
ObjectDetector,144.03390884399414
ObjectTracker,0.29921531677246094
ObjectDetector,154.80804443359375
ObjectTracker,0.5257129669189453
ObjectDetector,154.68716621398926
ObjectTracker,0.5204677581787109
ObjectDetector,145.15089988708496
ObjectTracker,0.30994415283203125
ObjectDetector,135.20240783691406
ObjectTracker,0.2753734588623047
ObjectDetector,138.79990577697754
ObjectTracker,0.30493736267089844
ObjectDetector,154.48307991027832
ObjectTracker,0.5464553833007812
ObjectDetector,148.38337898254395
ObjectTracker,0.5333423614501953
ObjectDetector,148.9722728729248
ObjectTracker,0.31757354736328125
ObjectDetector,150.52080154418945
ObjectTracker,0.5321502685546875
ObjectDetector,152.43053436279297
ObjectTracker,0.3256797790527344
ObjectDetector,162.37497329711914
ObjectTracker,0.5741119384765625
ObjectDetector,153.2001495361328
ObjectTracker,0.5311965942382812
